State,Facility ID,Gross Load (MWh),SO2 Mass (short tons),CO2 Mass (short tons),NOx Mass (short tons),Heat Input (mmBtu),Technology,Technology_alt,Operating Year,Age,Total Capital Cost (2024$/kW),Total Nameplate Capacity (MW),Fuel Category,Energy Source,Latitude,Longitude,wind_cf,pvout,Wind Size (MW),Solar Size (MW),NGCC-CCS Size (MW),Wind Capital Cost ($),Solar Capital Cost ($),NGCC-CCS Capital Cost ($),Existing Capital Cost ($),Remaining Capital Cost ($),Fixed O&M - Wind ($/year),Fixed O&M - Solar ($/year),Fixed O&M - NGCC-CCS ($/year),Variable O&M - Wind ($/year),Variable O&M - Solar ($/year),Variable O&M - NGCC-CCS ($/year),Fixed O&M - Existing ($/year),Variable O&M - Existing ($/year),Fuel costs ($/MWh),NGCC-CCS Fuel Cost ($/year),Existing Fuel Cost ($/year),Annualized Capital - Wind ($),Annualized Capital - Solar ($),Annualized Capital - NGCC-CCS ($),Annualized Capital - Existing ($),Old Emissions (tonnes CO2),New Emissions (tonnes CO2),Delta Emissions (tonnes CO2),Net Capital Cost - Wind ($/year),Net Fixed O&M - Wind ($/year),Net Variable O&M - Wind ($/year),Net Fuel Cost - Wind ($/year),Net Capital Cost - Solar ($/year),Net Fixed O&M - Solar ($/year),Net Variable O&M - Solar ($/year),Net Fuel Cost - Solar ($/year),Net Capital Cost - NGCC-CCS ($/year),Net Fixed O&M - NGCC-CCS ($/year),Net Variable O&M - NGCC-CCS ($/year),Net Fuel Cost - NGCC-CCS ($/year),Total Cost - Wind ($/year),Total Cost - Solar ($/year),Total Cost - NGCC-CCS ($/year),MACC - Wind ($/tonne CO2),MACC - Solar ($/tonne CO2),MACC - NGCC-CCS ($/tonne CO2)
AZ,160,2037924.24,138.887,1483122.023,1183.104,20687363.112,Natural Gas Steam Turbine,Oil/Gas steam,1979.0,45.0,10329.374392059977,660.7,Gas,NG,32.0603,-109.8931,0.1066012,1946.052,2182.337036787506,1047.20954936182,422.9813698630137,4578543103.180187,1516359427.4759154,1328161501.369863,6824617660.834027,0.0,64684469.770381674,17970115.867048834,13137801.347945204,0.0,0.0,13389162.2568,0.0,0.0,0.0,50813603.00016,0.0,332626172.6563035,110161861.83379644,96489487.3575074,0.0,1345465.607498648,76815.64956395613,1268649.957934692,332626172.6563035,64684469.770381674,0.0,0.0,110161861.83379644,17970115.867048834,0.0,0.0,96489487.3575074,13137801.347945204,13389162.2568,50813603.00016,397310642.4266852,128131977.70084527,173830053.9624126,295.29602259051757,95.23244368843818,137.01971365324482
OK,165,3790234.8,785.411,2153586.545,996.73,29004186.916,Conventional Steam Coal,Coal,1985.0,39.0,5712.175798098658,1194.3,Coal,SUB,36.190278,-95.2894,0.4096539,1541.355,1056.196978374048,2459.027834618169,786.6821917808219,2215901260.628753,3560672304.5271087,2470182082.1917806,6822051555.669227,0.0,31305678.439006787,42196917.64204778,24434348.876712326,0.0,0.0,24901842.636,0.0,0.0,0.0,94505714.50319998,0.0,160982814.55410233,258678967.09665233,179456039.4534512,0.0,1953700.7637498614,142865.63869612315,1810835.1250537382,160982814.55410233,31305678.439006787,0.0,0.0,258678967.09665233,42196917.64204778,0.0,0.0,179456039.4534512,24434348.876712326,24901842.636,94505714.50319998,192288492.9931091,300875884.7387001,323297945.4693635,98.42269428407124,154.00305426569523,178.53527413754432
AR,170,175675.9,0.558,110584.027,234.077,1860793.213,Natural Gas Steam Turbine,Oil/Gas steam,1970.0,54.0,2081.3263034563565,552.5,Gas,NG,34.4341,-92.9049,0.18374923,1497.525,109.13965359382996,117.31082762288851,36.46241178912412,228974993.23985526,169866078.39794257,114491973.01784973,1149932782.659637,0.0,3234899.33252112,2013053.802008767,1132522.510170195,0.0,0.0,1154190.663,0.0,0.0,0.0,4380302.8906,0.0,16634784.017316403,12340585.69469355,8317717.214094638,0.0,100320.1373587869,6621.766455475599,93698.3709033113,16634784.017316403,3234899.33252112,0.0,0.0,12340585.69469355,2013053.802008767,0.0,0.0,8317717.214094638,1132522.510170195,1154190.663,4380302.8906,19869683.349837523,14353639.496702317,14984733.277864832,198.0627606078249,143.07834772362483,159.9252274442188
AR,201,411773.43,1.153,211302.118,143.356,3555359.688,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,1746.3598431012965,185.0,Gas,NG,35.462382,-93.804926,0.2295805,1532.954,204.74778047746852,268.6143455763791,85.46563511830635,429560843.441729,388953572.39459693,268362094.27148196,323076570.97373986,514934970.5725223,6068724.213352167,4609422.170090665,2654562.626774595,0.0,0.0,2705351.4351,0.0,0.0,0.0,10267158.70362,0.0,31207127.694788195,28257053.654632743,19496214.034012597,37409465.10025323,191690.04852719457,15521.010485958119,176169.03804123646,-6202337.405465037,6068724.213352167,0.0,0.0,-9152411.445620488,4609422.170090665,0.0,0.0,-17913251.066240635,2654562.626774595,2705351.4351,10267158.70362,-133613.19211286958,-4542989.275529823,-2286178.3007460404,-0.6970272747044259,-23.699661565296758,-12.977185583603557
CA,260,5565914.43,11.886,2232029.142,170.414,39620474.981,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,4765.582608695652,1398.0,Gas,NG,36.804837,-121.782241,0.169046,1677.958,3758.612063487248,3317.076115186043,1155.2333810709838,7885568109.196246,4803126214.789391,3627432816.562889,6662284486.956522,10618669301.512354,111405261.56176203,56921026.1365925,35881548.81606475,0.0,0.0,36568057.8051,0.0,0.0,0.0,138780510.39762,0.0,572877939.613737,348941891.2537599,263529045.62657,771434766.2276524,2024862.6875765272,209796.4801468021,1815066.2074297252,-198556826.61391544,111405261.56176203,0.0,0.0,-422492874.9738925,56921026.1365925,0.0,0.0,-507905720.60108244,35881548.81606475,36568057.8051,138780510.39762,-87151565.05215341,-365571848.8373,-296675603.5822977,-43.04072843401616,-180.54155033832814,-163.45167045031013
TX,298,6711822.2,5591.339,7236001.664,5510.945,69044241.042,Conventional Steam Coal,Coal,1986.0,38.0,6587.176332747511,1849.8,Coal,SUB,31.4219,-96.2525,0.4151581,1548.295,1845.5372979720898,4334.976221907398,1393.0722706517226,3871937251.1454444,6277045569.321914,4374246929.846409,12184958780.316345,0.0,54701725.51189274,74388191.96793096,43268824.7264425,0.0,0.0,44096671.854,0.0,0.0,0.0,167352574.73479998,0.0,281292026.6534821,456020527.9846607,317784278.04202247,0.0,6564389.99875534,252989.27797766475,6311400.7207776755,281292026.6534821,54701725.51189274,0.0,0.0,456020527.9846607,74388191.96793096,0.0,0.0,317784278.04202247,43268824.7264425,44096671.854,167352574.73479998,335993752.1653748,530408719.95259166,572502349.357265,51.18430687833627,80.80091524927089,90.7092378832068
CA,302,311572.12,0.903,178692.631,11.719,3006826.752,,,,,,,,,,,0.35,1300.0,101.6216960208741,239.67086153846154,64.66835201328352,213202318.25179386,347043407.5076923,203058625.32171026,,0.0,3012067.070058708,4112751.9839999997,2008599.0135325862,0.0,0.0,2047028.8284,,0.0,0.0,7768739.240079999,0.0,15488916.348147448,25212325.79523072,14751988.098287588,0.0,162107.22084594567,11744.114091218076,150363.1067547276,15488916.348147448,,0.0,0.0,25212325.79523072,,0.0,0.0,14751988.098287588,,2047028.8284,7768739.240079999,,,,,,
CA,315,3450749.9,8.414,1666706.279,83.231,28045609.789,Natural Gas Steam Turbine,Oil/Gas steam,1964.0,60.0,6243.978910369069,1115.0,Gas,NG,33.7688,-118.1009,0.050129134,1798.856,7858.129185406087,1918.302511388939,716.220402656704,16486355030.98197,2777702036.4911833,2248932064.3420506,6962036485.061512,0.0,232914949.05543643,32918071.095434193,22245805.706517223,0.0,0.0,22671426.843000002,0.0,0.0,0.0,86040998.00659999,0.0,1197715747.4393036,201797029.39477184,163382466.48951477,0.0,1512010.4357027314,130069.40584369157,1381941.0298590397,1197715747.4393036,232914949.05543643,0.0,0.0,201797029.39477184,32918071.095434193,0.0,0.0,163382466.48951477,22245805.706517223,22671426.843000002,86040998.00659999,1430630696.49474,234715100.49020603,294340697.045632,946.1777926352944,155.23378341044213,212.9907794080441
CA,330,156896.99,0.398,78757.514,3.995,1325244.62,,,,,,,,,,,0.35,1300.0,51.173186562296145,120.68999230769231,32.56475508509755,107361345.40769732,174759108.86153844,102253330.96720631,,0.0,1516773.2497064578,2071040.268,1011461.29294313,0.0,0.0,1030813.2243,,0.0,0.0,3912069.54866,0.0,7799684.879976189,12696059.03176143,7428593.190999075,0.0,71447.61171083579,5913.931423417159,65533.680287418625,7799684.879976189,,0.0,0.0,12696059.03176143,,0.0,0.0,7428593.190999075,,1030813.2243,3912069.54866,,,,,,
CA,335,3299132.1,7.062,1398861.101,77.0,23538426.625,Natural Gas Steam Turbine,Oil/Gas steam,1958.0,66.0,2081.3263034563565,218.0,Gas,NG,33.6439,-117.9792,0.09951902,1767.445,3784.3344003844477,1866.6109555077664,684.7513698630137,7939533572.006571,2702852663.575246,2150119301.369863,453729134.1534857,0.0,112167671.62739503,32031043.996513274,21268377.547945205,0.0,0.0,21675297.897,0.0,0.0,0.0,82260559.78140001,0.0,576798471.7449638,196359303.9267164,156203826.81826133,0.0,1269025.3882523547,124354.46337239638,1144670.9248799584,576798471.7449638,112167671.62739503,0.0,0.0,196359303.9267164,32031043.996513274,0.0,0.0,156203826.81826133,21268377.547945205,21675297.897,82260559.78140001,688966143.3723588,228390347.92322966,281408062.04460657,542.9096610282733,179.97303287821427,245.84188864071814
CA,341,7802.16,0.052,10258.93,3.523,172617.223,Natural Gas Fired Combustion Turbine,Combustion turbine,1976.0,48.0,3044.493263034564,252.0,Gas,NG,33.7641,-118.2248,0.04975133,1805.796,17.90218523011407,4.320620884858266,1.6193773349937732,37558784.61277932,6256259.041274768,5084844.831880448,767212302.2847102,0.0,530620.7702205811,74141.85438416783,50297.86002490659,0.0,0.0,51260.1912,0.0,0.0,0.0,194539.05743999998,0.0,2728604.8190075518,454510.40934837825,369408.4421319067,0.0,9306.744334371,294.08747226143987,9012.656862109561,2728604.8190075518,530620.7702205811,0.0,0.0,454510.40934837825,74141.85438416783,0.0,0.0,369408.4421319067,50297.86002490659,51260.1912,194539.05743999998,3259225.5892281327,528652.2637325461,665505.5507968132,350.2004000680877,56.8031359559503,73.84121696618556
CA,350,267892.1,0.912,180731.629,10.874,3041150.07,Natural Gas Steam Turbine,Oil/Gas steam,1971.0,53.0,4162.652606912713,1612.0,Gas,NG,34.1292,-119.1689,0.19938384,1755.757,153.37898161238962,152.57926148501014,55.60234537152345,321789103.4227934,220934770.63029465,174591364.46658364,6710196002.343293,0.0,4546153.0149912285,2618260.127082774,1727008.8472395183,0.0,0.0,1760051.0969999998,0.0,0.0,0.0,6679621.6214,0.0,23377628.093024164,16050670.596594157,12683872.584059408,0.0,163956.96863487628,10097.679428236397,153859.2892066399,23377628.093024164,4546153.0149912285,0.0,0.0,16050670.596594157,2618260.127082774,0.0,0.0,12683872.584059408,1727008.8472395183,1760051.0969999998,6679621.6214,27923781.108015392,18668930.72367693,22850554.149698924,170.31164543057767,113.86482001415675,148.51592170694101
CA,356,289166.0,1.495,296011.8,22.442,4981035.2,,,,,,,,,33.8504,-118.395,0.10050564,1754.296,328.4374485440372,164.8330707130577,60.0178497301785,689061767.04539,238678286.39250755,188456048.15276048,,0.0,9734885.974845262,2828535.49343607,1864154.412619344,0.0,0.0,1899820.62,,0.0,0.0,7210065.044,0.0,50059587.325256065,17339717.70272542,13691126.76201397,0.0,268537.37597945996,10899.558327943998,257637.81765151597,50059587.325256065,,0.0,0.0,17339717.70272542,,0.0,0.0,13691126.76201397,,1899820.62,7210065.044,,,,,,
CA,358,2651623.48,5.871,1163167.871,63.602,19572586.158,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,5545.830394103591,1036.8,Gas,NG,34.0818,-117.2418,0.022937294,1848.165,13196.70688214952,1434.7330589832293,550.3577168949772,27686691038.74969,2077493469.407716,1728123231.0502286,5749916952.606603,10915059061.68154,391150391.9869118,24620019.292152215,17094110.686757993,0.0,0.0,17421166.2636,0.0,0.0,0.0,66115579.85032,0.0,2011407966.7264094,150927639.18015227,125546271.65646246,792967159.6807399,1055208.0961027737,99947.8665680123,955260.2295347614,1218440807.0456696,391150391.9869118,0.0,0.0,-642039520.5005876,24620019.292152215,0.0,0.0,-667420888.0242774,17094110.686757993,17421166.2636,66115579.85032,1609591199.0325813,-617419501.2084354,-566790031.2235994,1525.3779846622904,-585.1163419696704,-593.3357358545557
CA,377,34333.02,0.113,31205.885,4.823,526559.94,Natural Gas Fired Combustion Turbine,Combustion turbine,2004.0,20.0,688.7892691951896,57.4,Gas,NG,34.1556,-118.2782,0.026861465,1813.832,145.90770187384223,18.928445086692754,7.1259900373599,306114358.531321,27408388.48553111,22375608.717310086,39536504.05180388,70803857.21053022,4324704.283540684,324812.1176876477,221333.2505603985,0.0,0.0,225567.94139999998,0.0,0.0,0.0,856059.52068,0.0,22238874.938774515,1991189.5891701786,1625563.617239789,5143823.15564175,28309.501421959496,1294.1174068336795,27015.384015125815,17095051.783132765,4324704.283540684,0.0,0.0,-3152633.566471572,324812.1176876477,0.0,0.0,-3518259.5384019613,221333.2505603985,225567.94139999998,856059.52068,21419756.06667345,-2827821.4487839243,-2215298.8257615627,756.627810126613,-99.88948256751712,-82.00138204665997
IL,384,745535.33,2.283,450594.082,381.131,7601143.81,,,,,,,,,41.494636,-88.123827,0.32128504,1405.847,264.8949057392009,530.3104147603406,154.73958696554587,555749512.2408434,767889480.5729731,485882303.071814,,0.0,7851485.006109915,9100126.717287445,4806211.571149854,0.0,0.0,4898167.1181,,0.0,0.0,18589177.91822,0.0,40374597.12542194,55786334.90828425,35298820.43044451,0.0,408772.0571009454,28101.525818657716,380670.5312822877,40374597.12542194,,0.0,0.0,55786334.90828425,,0.0,0.0,35298820.43044451,,4898167.1181,18589177.91822,,,,,,
CA,389,1135303.48,2.836,561799.289,107.467,9453264.784,Natural Gas Fired Combined Cycle,Combined cycle,1993.0,31.0,8012.842884985132,358.29999999999995,Gas,NG,32.802222,-115.54,0.18865246,1932.903,686.9820885855006,587.3566893728005,235.63791614777915,1441288421.8523803,850492486.2118151,739903056.7040266,2871001605.690172,0.0,20362149.105674237,10079040.789637256,7318913.67555002,0.0,0.0,7458943.8636,0.0,0.0,0.0,28307656.970319994,0.0,104708034.9907834,61787353.35375235,53753151.677706204,0.0,509655.7194516783,42793.0894371323,466862.630014546,104708034.9907834,20362149.105674237,0.0,0.0,61787353.35375235,10079040.789637256,0.0,0.0,53753151.677706204,7318913.67555002,7458943.8636,28307656.970319994,125070184.09645763,71866394.14338961,96838666.18717623,245.40131567838876,141.00968830627133,207.42432561834954
CA,399,168630.19,0.492,96077.445,14.829,1636720.768,Natural Gas Fired Combined Cycle,Combined cycle,1995.0,29.0,5805.106582443987,548.1,Gas,NG,33.7706,-118.2656,0.04456671,1808.353,431.93722969949204,93.25070240720486,35.0000394354504,906204307.9095343,135027017.08563262,109900123.82731424,3181778917.837549,3372685652.907802,12802619.488292944,1600182.0533076352,1087101.2248650892,0.0,0.0,1107900.3483,0.0,0.0,0.0,4204625.15746,0.0,65834756.557219245,9809565.813019216,7984124.3686757805,245021941.48185098,87159.9881190915,6356.191916605959,80803.79620248555,-179187184.92463174,12802619.488292944,0.0,0.0,-235212375.66883177,1600182.0533076352,0.0,0.0,-237037817.1131752,1087101.2248650892,1107900.3483,4204625.15746,-166384565.4363388,-233612193.61552414,-230638190.38255012,-1908.955806751584,-2680.268763877376,-2854.2989466063677
CA,400,2637583.78,6.081,1183756.827,61.299,20269765.454,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,14563.600174540456,1739.1,Gas,NG,33.764741,-118.09913,0.058219694,1799.952,5171.68710107835,1465.3633771136615,547.443706932337,10850199538.062378,2121846170.060582,1718973239.7675383,25327557063.543304,48079265059.88249,153288805.6759623,25145635.551270433,17003601.537318386,0.0,0.0,17328925.4346,0.0,0.0,0.0,65765513.97051998,0.0,788255185.8900448,154149814.60422686,124881534.74963158,3492906271.8419223,1073886.081974947,99418.66697657747,974467.4149983694,-2704651085.9518776,153288805.6759623,0.0,0.0,-3338756457.237695,25145635.551270433,0.0,0.0,-3368024737.092291,17003601.537318386,17328925.4346,65765513.97051998,-2551362280.275915,-3313610821.6864247,-3267926696.1498528,-2375.8220942614253,-3085.6260056862616,-3353.5515357948843
CA,404,1401486.44,3.213,627403.324,31.6,10711713.101,Natural Gas Fired Combined Cycle,Combined cycle,2015.0,9.0,8997.840892626999,875.9999999999999,Gas,NG,33.918151,-118.427648,0.10499862,1724.711,1523.7061019011194,812.5920177894382,290.88552096305517,3196735401.7885485,1176633241.7591064,913380535.8239933,7882108621.94125,26795729566.698265,45162648.86034918,13944079.02526676,9034904.281112494,0.0,0.0,9207765.9108,0.0,0.0,0.0,34944662.89496,0.0,232239347.26163676,85481124.23680463,66356101.70380919,1946680585.6023033,569170.6962619427,52826.34610778095,516344.3501541618,-1714441238.3406665,45162648.86034918,0.0,0.0,-1861199461.3654985,13944079.02526676,0.0,0.0,-1880324483.898494,9034904.281112494,9207765.9108,34944662.89496,-1669278589.4803174,-1847255382.340232,-1827137150.8116217,-2932.8259526419556,-3245.5208858646006,-3538.602001292557
CA,408,1525954.38,3.216,629011.027,48.318,10718124.19,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,3311.5383680158893,690.5,Gas,NG,34.244991,-118.391327,0.07322737,1845.974,2378.833365723829,826.6391513679308,316.71946450809463,4990792401.288593,1196973491.1807637,994499118.5554172,2286617243.1149716,3863191719.5354896,70508620.9600543,14185127.837473692,9837306.56762142,0.0,0.0,10025520.2766,0.0,0.0,0.0,38048146.51091999,0.0,362575635.4264152,86958821.21672411,72249278.44086246,280656673.3016171,570629.1798256868,57517.92662550789,513111.25320017897,81918962.12479812,70508620.9600543,0.0,0.0,-193697852.084893,14185127.837473692,0.0,0.0,-208407394.8607546,9837306.56762142,10025520.2766,38048146.51091999,152427583.0848524,-179512724.2474193,-150496421.5056132,267.1219567345211,-314.5873547901213,-293.30173635248724
CA,422,39671.04,0.122,25260.905,3.725,425034.657,Natural Gas Fired Combined Cycle,Combined cycle,2016.0,8.0,5316.795266776959,265.6,Gas,NG,34.126,-118.1494,0.023347633,1793.012,193.96644864638063,22.125362697549363,8.233922789539228,406941609.26010656,32037525.18605148,25854517.559153177,1412140822.8559604,5088702292.639202,5749165.537878722,379671.2238899471,255745.64184308844,0.0,0.0,260638.73280000003,0.0,0.0,0.0,989157.71136,0.0,29563864.952754855,2327491.3316016123,1878302.5577727905,369688682.4571457,22916.306524153497,1495.3238430873596,21420.982681066136,-340124817.50439084,5749165.537878722,0.0,0.0,-367361191.1255441,379671.2238899471,0.0,0.0,-367810379.8993729,255745.64184308844,260638.73280000003,989157.71136,-334375651.9665121,-366981519.9016541,-366304837.8133698,-14591.166845062244,-16013.990715077067,-17100.281684889473
CO,469,3788310.81,8.363,1659669.426,325.552,27927150.992,Natural Gas Steam Turbine,Oil/Gas steam,1968.0,56.0,5600.403874884927,1006.4000000000001,Gas,NG,39.807275,-104.964548,0.10297655,1733.111,4199.553865231715,2185.8443534487583,786.2828580323786,8810664009.256136,3165102623.7938023,2468928174.2216687,5636246459.684192,0.0,124474776.56546801,37509089.105180696,24421945.570485678,0.0,0.0,24889202.021700002,0.0,0.0,0.0,94457741.73653999,0.0,640085149.7769935,229941260.37291214,179364944.40431386,0.0,1505626.7103249822,142793.11757943803,1362833.5927455442,640085149.7769935,124474776.56546801,0.0,0.0,229941260.37291214,37509089.105180696,0.0,0.0,179364944.40431386,24421945.570485678,24889202.021700002,94457741.73653999,764559926.3424616,267450349.47809285,323133833.7330395,507.8017818755587,177.6339033068595,237.10439444192076
CO,470,7198606.13,3204.193,7665922.752,3311.784,74470034.954,Conventional Steam Coal,Coal,2010.0,14.0,6328.367455400031,1252.8,Coal,SUB,38.2081,-104.5747,0.17595851,1812.005,4670.184234154404,3972.7297168616565,1494.106710253217,9798046523.25594,5752512630.015678,4691495070.195102,7928178748.125158,20140362239.2889,138424260.70033655,68172041.94134602,46406954.42046492,0.0,0.0,47294842.2741,0.0,0.0,0.0,179490045.24542,0.0,711817414.6433855,417913780.9033877,340832010.1105968,1463175393.699588,6954407.831996295,271337.6655410049,6683070.166455289,-751357979.0562025,138424260.70033655,0.0,0.0,-1045261612.7962003,68172041.94134602,0.0,0.0,-1122343383.5889912,46406954.42046492,47294842.2741,179490045.24542,-612933718.355866,-977089570.8548542,-849151541.6490062,-88.13600426708373,-140.49931992187697,-127.06009670692976
CO,492,138024.91,0.463,83711.41,58.582,1395830.645,Natural Gas Fired Combustion Turbine,Combustion turbine,2023.0,1.0,8175.507487520798,245.1,Gas,NG,38.824444,-104.833333,0.14579158,1747.356,108.0739321159636,78.99072278009325,28.647760481527605,226739109.57929164,114378566.58557501,89953967.91199668,2003816885.1913476,10857457162.482119,3203311.3479171614,1355480.8029064,889799.4405562474,0.0,0.0,906823.6587,0.0,0.0,0.0,3441513.10594,0.0,16472349.503158074,8309478.36023391,6535057.853017193,788782444.4041425,75941.710367427,5202.584526722439,70739.12584070457,-772310094.9009844,3203311.3479171614,0.0,0.0,-780472966.0439086,1355480.8029064,0.0,0.0,-782247386.5511253,889799.4405562474,906823.6587,3441513.10594,-769106783.5530672,-779117485.2410022,-777009250.345929,-10127.593648232518,-10259.414509778833,-10984.151148483996
CO,525,2726468.64,1681.693,2926078.155,754.6,28519296.394,Conventional Steam Coal,Coal,1976.0,48.0,6587.176332747511,465.4,Coal,BIT,40.4856,-107.185,0.09593789,1651.66,3244.1895291369437,1650.7444532034865,565.8922042341221,6806309632.129308,2390277968.2386484,1776901521.2951434,3065671865.260691,0.0,96157777.64361902,28326774.816971827,17576611.86351183,0.0,0.0,17912898.9648,0.0,0.0,0.0,67981769.06976,0.0,494470986.0384179,173651092.55117944,129089961.3471011,0.0,2654493.333220228,102769.01147088573,2551724.321749342,494470986.0384179,96157777.64361902,0.0,0.0,173651092.55117944,28326774.816971827,0.0,0.0,129089961.3471011,17576611.86351183,17912898.9648,67981769.06976,590628763.6820369,201977867.36815128,232561241.24517295,222.50150576401384,76.08904676476516,91.1388582469363
AL,533,2534440.26,8.144,1597627.103,206.535,26881356.636,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,6191.175604289244,654.0,Gas,NG,31.400255,-86.476449,0.20016138,1569.844,1445.431996661089,1614.4535823047952,526.0357534246575,3032516328.9949646,2337728787.1773434,1651752265.7534246,4049028845.2051654,6453536828.650093,42842604.38103467,27704023.47235029,16338670.501369862,0.0,0.0,16651272.5082,0.0,0.0,0.0,63193733.44283998,0.0,220309010.37727806,169833451.74738222,119998004.15820548,468842425.86236054,1449342.8641469239,95530.86961316179,1353811.994533762,-248533415.48508248,42842604.38103467,0.0,0.0,-299008974.1149783,27704023.47235029,0.0,0.0,-348844421.7041551,16338670.501369862,16651272.5082,63193733.44283998,-205690811.1040478,-271304950.642628,-252660745.25174528,-141.92004955647013,-187.19169725399433,-186.6291230037143
CT,544,9372.29,0.718,8382.876,15.963,107823.201,Petroleum Liquids,Combustion turbine - aeroderivative,1996.0,28.0,0.0,222.6,Oil,KER,41.209797,-73.108976,0.27363214,1471.227,3.9099796703748884,6.370389937449242,1.945265670402657,8203137.348446516,9224324.629426502,6108134.205064343,0.0,0.0,115891.79742991169,109315.89132662899,60419.95172270652,0.0,0.0,61575.94530000001,0.0,0.0,0.0,233688.67886,0.0,595948.9991679915,670137.1435586684,443749.3012330493,0.0,7604.8168491972,353.2705142423599,7251.54633495484,595948.9991679915,115891.79742991169,0.0,0.0,670137.1435586684,109315.89132662899,0.0,0.0,443749.3012330493,60419.95172270652,61575.94530000001,233688.67886,711840.7965979031,779453.0348852974,799433.8771157558,93.60393691441081,102.49464916010174,110.24322815979558
CT,546,40657.71,44.389,33863.347,30.993,461785.783,Petroleum Liquids,Combustion turbine - aeroderivative,1971.0,53.0,2081.3263034563565,495.29999999999995,Oil,RFO,41.4281,-72.1019,0.24310093,1452.599,19.09203292789671,27.989631018149968,8.438711083437111,40055085.0827273,40528985.71428116,26497552.80199253,1030880918.1019334,0.0,565887.8559828586,480302.06827145343,262106.36625155664,0.0,0.0,267121.1547,0.0,0.0,0.0,1013759.3411400001,0.0,2909958.3309013657,2944386.6959381993,1925018.3682148075,0.0,30720.3102891909,1532.5144782776397,29187.79581091326,2909958.3309013657,565887.8559828586,0.0,0.0,2944386.6959381993,480302.06827145343,0.0,0.0,1925018.3682148075,262106.36625155664,267121.1547,1013759.3411400001,3475846.1868842244,3424688.764209653,3468005.230306364,113.14489190258013,111.47962803665584,118.81696215682322
CT,562,201734.5,71.246,132970.481,133.231,2059422.92,Petroleum Liquids,Combustion turbine - aeroderivative,1973.0,51.0,4162.652606912713,786.4,Oil,RFO,41.554944,-72.579075,0.22609979,1413.883,101.85348943058565,142.68117794644175,41.87100456621005,213688620.8253687,206602345.66644764,131474954.33789954,3273510010.076157,0.0,3018937.426722559,2448409.0135609405,1300513.401826484,0.0,0.0,1325395.665,0.0,0.0,0.0,5030048.023,0.0,15524245.70077247,15009435.523957893,9551512.320852062,0.0,120628.7859148407,7603.995454197998,113024.7904606427,15524245.70077247,3018937.426722559,0.0,0.0,15009435.523957893,2448409.0135609405,0.0,0.0,9551512.320852062,1300513.401826484,1325395.665,5030048.023,18543183.127495028,17457844.537518833,17207469.410678543,153.72104582554454,144.7237025981792,152.24509013065145
FL,564,5501353.69,1471.678,4312814.979,3522.014,50202690.19,Conventional Steam Coal,Coal,1987.0,37.0,9324.027337384296,1262.0,Coal,BIT,28.4822,-81.1678,0.15554336,1598.699,4037.513532723711,3441.1441912284936,1141.8334765462848,8470703391.6543455,4982776788.898859,3585357116.3553343,11766922499.77898,0.0,119671901.1099308,59050034.32148095,35465347.7815276,0.0,0.0,36143893.743300006,0.0,0.0,0.0,137170752.90646002,0.0,615387380.9587393,361993309.91137487,260472291.80630958,0.0,3912519.7628796212,207362.98675087997,3705156.7761287414,615387380.9587393,119671901.1099308,0.0,0.0,361993309.91137487,59050034.32148095,0.0,0.0,260472291.80630958,35465347.7815276,36143893.743300006,137170752.90646002,735059282.06867,421043344.2328558,469252286.2375972,187.87362789642887,107.61436868064972,126.64842936224848
CT,568,3048904.13,5.93,1174019.788,62.202,19699226.567,Natural Gas Fired Combined Cycle,Combined cycle,2019.0,5.0,2418.5876317249026,576.3,Gas,NG,41.1706,-73.1844,0.27009085,1470.131,1288.6346062286511,2073.8996514464084,632.815303030303,2703555403.86771,3003006695.2943993,1987040051.5151513,1393832052.1630611,5982146972.91862,38195129.72861722,35588118.01882037,19655243.31212121,0.0,0.0,20031300.1341,0.0,0.0,0.0,76021375.57742,0.0,196410357.2440241,218165167.61046198,144356296.82970306,434596465.9560187,1065052.7891708435,114922.5994800369,950130.1896908067,-238186108.7119946,38195129.72861722,0.0,0.0,-216431298.3455567,35588118.01882037,0.0,0.0,-290240169.1263156,19655243.31212121,20031300.1341,76021375.57742,-199990978.98337737,-180843180.32673633,-174532250.1026744,-187.77564926060873,-169.79738672627198,-183.69298438929832
VT,589,209141.5,0.94,329390.0,109.048,3145989.875,,,,,,,,,44.4917,-73.208056,0.2945655,1313.074,81.05022578142172,159.27625102935824,43.40836446658364,170043373.68942276,230632011.49051073,136302264.42507264,,0.0,2402328.69216134,2733180.4676637873,1348263.8003320878,0.0,0.0,1374059.655,,0.0,0.0,5214734.161,0.0,12353466.004631896,16755164.589545665,9902211.144110113,0.0,298817.568333,7883.188127385998,290934.380205614,12353466.004631896,,0.0,0.0,16755164.589545665,,0.0,0.0,9902211.144110113,,1374059.655,5214734.161,,,,,,
