facility_id,macc,emissions,transition,from_fuel,to_tech,nameplate_capacity,annual_generation,cumulative_end,cumulative_start
1572,137.54776750256065,198033.230913516,Gas to Wind,Gas,Wind,326.0,297393.9,605332248.0084409,605134214.7775273
7870,138.43337441422003,214158.59444800208,Gas to NGCC,Gas,NGCC,176.39999999999998,630305.53,605546406.6028888,605332248.0084409
3491,138.66247917516222,1029914.9094191688,Gas to Wind,Gas,Wind,1314.8,1627558.58,606576321.512308,605546406.6028888
50558,140.35727930971964,283377.1622690655,Gas to Wind,Gas,Wind,131.4,656566.42,606859698.6745771,606576321.512308
2047,141.3258417548478,375511.6577744802,Gas to Wind,Gas,Wind,170.5,595735.51,607235210.3323516,606859698.6745771
4939,141.6431881113439,716400.2894228919,Gas to Wind,Gas,Wind,1082.2,1608944.89,607951610.6217744,607235210.3323516
2527,142.3583046226603,352020.59894053347,Gas to Wind,Gas,Wind,112.0,665425.54,608303631.2207149,607951610.6217744
54476,142.652712065104,192471.66535464601,Gas to NGCC,Gas,NGCC,125.5,583742.94,608496102.8860695,608303631.2207149
1660,142.80411692835204,18178.0082612775,Gas to Wind,Gas,Wind,217.0,32483.75,608514280.8943309,608496102.8860695
160,145.54077443531858,658610.3467990401,Gas to NGCC,Gas,NGCC,660.7,2037924.24,609172891.2411299,608514280.8943309
54640,145.8665712567683,53227.17483011988,Gas to NGCC,Gas,NGCC,236.8,165068.42,609226118.41596,609172891.2411299
55397,146.60179963316995,2072341.016224442,Gas to Wind,Gas,Wind,714.9000000000001,5360474.23,611298459.4321843,609226118.41596
2098,146.8062967090854,37149.5454946002,Gas to Wind,Gas,Wind,278.4,73564.88,611335608.9776789,611298459.4321843
50109,147.04464337425222,387917.8739327313,Gas to Wind,Gas,Wind,265.6,832018.65,611723526.8516116,611335608.9776789
6639,147.6942229964997,107043.5861701767,Coal to Wind,Coal,Wind,586.0,196410.12,611830570.4377818,611723526.8516116
4266,147.81689392674906,33791.8362883875,Gas to Wind,Gas,Wind,126.5,54697.0,611864362.2740701,611830570.4377818
3476,147.89456229462272,273409.0503512994,Gas to Wind,Gas,Wind,351.0,501603.96,612137771.3244214,611864362.2740701
593,147.97178959846164,162594.36905081398,Gas to Wind,Gas,Wind,710.3,266480.73,612300365.6934723,612137771.3244214
3775,149.02563236854485,29299.047945212402,Gas to NGCC,Gas,NGCC,475.0,92830.2,612329664.7414175,612300365.6934723
50978,149.9599095592038,42838.3385700259,Gas to NGCC,Gas,NGCC,122.6,136578.58,612372503.0799875,612329664.7414175
50451,150.3851819267527,16901.349912585,Gas to Wind,Gas,Wind,59.900000000000006,32674.75,612389404.4299002,612372503.0799875
52087,152.04921515916064,70842.9604077,Gas to Wind,Gas,Wind,388.79999999999995,110170.57,612460247.3903079,612389404.4299002
6243,152.53579232616235,100741.6933882911,Gas to Wind,Gas,Wind,203.2,212478.56,612560989.0836962,612460247.3903079
3504,153.5076722290407,639914.7000553821,Gas to Wind,Gas,Wind,713.4000000000001,1105309.75,613200903.7837516,612560989.0836962
